001_SDN_Ajung
130_SDN_Sirap_3
131_SDN_Sumpung
132_SDN_Sungai_Batung
133_SDN_Sungai_Hanyar
134_SDN_Sungai_Ketapi
135_SDN_Sungai_Pumpung
136_SDN_Sungai_Tabuk
137_SDN_Sungsum
138_SDN_Tabuan_1
139_SDN_Tabuan_2
140_SDN_Tampang
141_SDN_Tanah_Habang_Kanan_1
142_SDN_Tanah_Habang_Kanan_2
143_SDN_Tanah_Habang_Kiri
144_SDN_Tarangan
145_SDN_Tawahan_1
146_SDN_Tawahan_2
147_SDN_Tebing_Tinggi
148_SDN_Telaga_Purun
149_SDN_Teluk_Bayur_2
150_SDN_Teluk_Bayur_3
151_SDN_Teluk_Mesjid_1
152_SDN_Teluk_Mesjid_2
153_SDN_Tigarun
154_SDN_Timbun_Tulang
155_SDN_Tundakan
156_SDN_Tundi
157_SDN_U_ungan
158_SDN_Uren_1
159_SDN_Wangkili
160_SKB_Balangan
161_SMAN_1_Awayan
162_SMAN_1_Halong
163_SMAN_1_Juai
164_SMAN_1_Lampihong
165_SMAN_1_Paringin
166_SMAN_1_Tebing_Tinggi
167_SMAN_2_Halong
168_SMAN_2_Juai
169_SMAN_2_Paringin
170_SMK_PPN_Paringin
171_SMKN_1_Batumandi
172_SMKN_1_Paringin
173_SMPN_1_Awayan
174_SMPN_1_Batumandi
175_SMPN_1_Halong
176_SMPN_1_Juai
177_SMPN_1_Lampihong
178_SMPN_1_Paringin
179_SMPN_2_Awayan
180_SMPN_2_Batumandi
181_SMPN_2_Halong
182_SMPN_2_Juai
183_SMPN_2_Lampihong
184_SMPN_2_Paringin
185_SMPN_3_Awayan
186_SMPN_3_Batumandi
187_SMPN_3_Halong
188_SMPN_3_Paringin
189_SMPN_4_Awayan
190_SMPN_4_Batumandi
191_SMPN_4_Halong
192_SMPN_4_Paringin
193_SMPN_5_Halong
194_SMPN_5_Paringin
195_SMPN_6_Halong_Satu_Atap
196_SMPN_Satu_Atap_Libaru_Sungkai
197_SMPS_Ikhwanul_Muslimin
198_TK_Harapan_Bangsa
199_TK_Negeri_Pembina_Awayan
200_TK_Negeri_Pembina_Batumandi
201_TK_Negeri_Pembina_Juai
202_TK_Negeri_Pembina_Paringin
203_TK_Negeri_Pembina_Paringin_Selatan
204_SDLB_Negeri_Paringin
205_UPT._Kecamatan_Tebing_Tinggi
206_UPT._Kecamatan_Paringin_Selatan
207_UPT._Kecamatan_Paringin
208_UPT._Kecamatan_Lampihong
209_UPT._Kecamatan_Juai
210_UPT._Kecamatan_Halong
211_UPT._Kecamatan_Batumandi
212_UPT._Kecamatan_Awayan
213_MIN_Tariwin
214_PAUD_Terpadu_Awayan
215_Rumah_Pintar
216_SDIT_Darul_Fikri
217_SD_Kecil_Ambata
218_SD_Kecil_Ampinang
219_SD_Kecil_Hampang
220_SD_Kecil_Kurihai
221_SD_Kecil_Libaru_Sungkai
222_SD_Kecil_Mabulan
223_SD_Kecil_Papuyuan
224_SD_Kecil_Rantau_Paku
225_SD_Kecil_Raranum
226_SD_Kecil_Simpang_Nadong
227_SD_Kecil_Tampaan
228_SD_Kecil_Tanjungan_Jelamu
229_SD_Kecil_Tinggar
230_SDK_Andamai
231_SDK_Mapat
232_SDK_Sawang
233_SDK_Sisirin
